Pulsar,ATNF Period (s),ATNF Pdot,ATNF Spin Frequency (Hz),ATNF Fdot,ATNF DM,ATNF B_surf (G),ATNF B_LC (G),ATNF E_dot (ergs/s),ANTF Binary (type),Model,Probability Best,Min freq (MHz),Max freq (MHz),N data flux,Bandwidth fit?,L400 (mJy kpc^2),L1400 (mJy kpc^2),S150 (mJy),u_S150 (mJy),S300 (mJy),u_S300 (mJy),S5000 (mJy),u_S5000 (mJy),S10000 (mJy),u_S10000 (mJy),Age (Yr),a,u_a,c,u_c,vb,u_vb,a1,u_a1,a2,u_a2,vc,u_vc,vpeak,u_vpeak,beta,u_beta,lps_a,lps_u_a,lps_b,lps_u_b,lps_c,lps_u_c,SMART
J1649+2533,1.0152573918,5.594e-16,0.9849718978426254,-5.4271289635851e-16,34.4622,762604369651.9645,7.342020574684612e+24,2.1103462565020456e+31,,simple_power_law,0.9999979171488662111,102.5,400.0,5,False,4447.091803127245,190669.06105659858,0.3752233708926856,0.02983113962232672,3.0017869671198643,0.23864913595338344,13897.161884407906,1104.85749071466,111177.29507446247,8838.860720181228,28755421.331069358,2.9999999999896088,0.636385931038995,0.0009229791460536297,7.337890650563756e-05,,,,,,,,,,,,,,,,,,,False
J1649-3805,0.262025692969456,3.6663085656450017e-17,3.81641963682,-5.34e-16,213.8,99182813610.7388,1.6415566929893498e+22,8.045575516590393e+31,,simple_power_law,0.9052439502860881726,1277.14,1460.04,7,True,1675.3320167796605,96.64391776892883,200.12011294242325,229.70522697214173,41.28566469271157,32.49209489022732,0.06814944561247899,0.04634573325117177,0.014059532143880478,0.014633543560743024,113235056.72915414,-2.2771533339808974,0.5201179409371727,0.0013092471694529189,4.4465707780153105e-05,,,,,,,,,,,,,,,,,,,False
J1649-4653,0.5570361972058916,4.9588671271964094e-14,1.79521547256,-1.598143e-13,331.0,5318423573457.0625,8.457090967701829e+24,1.1326401598666754e+34,,simple_power_law,0.92809202805716140006,1277.32,3100.0,8,True,38.616795101034384,8.31901983358789,5.213113533099079,1.8630177254026687,2.2295299913190534,0.5671246216158066,0.07095008651000728,0.012752953546891248,0.030343736954200756,0.008547898398001588,177978.27084179813,-1.2254056731079381,0.1504477335208726,0.00021942489496030678,1.2887105532967185e-05,,,,,,,,,,,,,,,,,,,False
J1650-4502,0.38086979928254927,1.606124293949221e-14,2.6255691627,-1.1072e-13,320.2,2502809659479.2993,1.272170325157701e+24,1.1476495131376324e+34,,simple_power_law,1.0,1360.0,3100.0,4,True,26.406710041430287,8.464156945048499,4.192339959722429,2.3262333972952627,2.233863484561661,0.8933545263231223,0.1735224409240368,0.044995522078061144,0.09246040355894185,0.03806893369382413,375719.2295404808,-0.9082146879377603,0.22681725808063152,0.0003894023067576684,3.577538401618272e-05,,,,,,,,,,,,,,,,,,,False
J1650-4921,0.15639973854186173,1.8184485935407056e-15,6.393872581394,-7.43411e-14,229.3,539657856249.2541,1.8993911025597455e+22,1.8765178371329268e+34,,simple_power_law,1.0,1360.0,3100.0,4,True,6.831410158738866,7.942304646774008,0.21556589536819226,0.11035253741943933,0.23430715333473473,0.08723290924165952,0.32865466746022887,0.07399110736560684,0.35722784177548844,0.1292034577848824,1362702.4339895763,0.12027205228096437,0.20458503056888452,0.0002952924114554027,2.4363334910054886e-05,,,,,,,,,,,,,,,,,,,False
J1651-1709,0.9733936918720266,3.0371013685126443e-15,1.027333553063,-3.2054e-15,33.46,1739898388186.6707,1.4763090956458988e+25,1.3000302020207075e+32,,simple_power_law,0.99938573507413208663,151.5,1408.0,5,True,6.080927078475353,0.35549355936908317,80.35659159019096,9.981334184949226,16.700623545798724,1.7960849088821202,0.028405006796591487,0.011869307771142295,0.005903452547427806,0.0030032675371997886,5078030.1746675465,-2.2665144027884647,0.13458135299231921,0.006280854557328002,0.0008415221294550048,,,,,,,,,,,,,,,,,,,False
J1651-4246,0.8440806319230671,4.746489218056086e-15,1.18472094037,-6.662e-15,482.0,2025481100736.078,1.120644407317883e+25,3.1158778928622602e+32,,broken_power_law,0.81449904171044507084,147.5,5124.0,17,False,7737.078509679764,508.4186191269828,2375.587876459881,21.108079819574737,532.3244989674687,3.66673889863206,0.8137452025933122,0.12787670667399154,0.1472044206561772,0.0356095483953663,2817587.9010479976,,,0.0535861307629239,0.0004597464368489672,1315921230.8770974,58260579.03147483,-2.1579067056215018,0.00631350671145503,-2.4667561357142547,0.12233529556396205,,,,,,,,,,,,,False
J1651-5222,0.6350581748927667,1.8106829402432527e-15,1.5746588888,-4.48968e-15,179.1,1085120426229.5116,2.5568561719044625e+24,2.791011421589217e+32,,simple_power_law,0.97089293820399213963,400.0,3100.0,7,False,1409.4924872209988,130.34020835511387,230.213457161031,140.02292385923218,61.66412680001851,25.459559263071863,0.29372920789536205,0.12580417155636514,0.07867722132272717,0.049090641808230515,5556958.307210719,-1.9004688204054492,0.28863296222332246,0.005099708281352571,0.0005647178947499418,,,,,,,,,,,,,,,,,,,False
J1651-5255,0.8905365102003809,2.1156335597848616e-15,1.12291858733,-2.6677e-15,164.0,1388980237961.0254,9.024831086875284e+24,1.1826193922071414e+32,,low_frequency_turn_over_power_law,0.96869974766135369393,40.0,3100.0,10,False,455.3578632743254,98.91850182751072,0.6765915094021981,,8.981004434156953,,0.0155347205650621,,0.0003414774145084834,,6669254.939333204,-7.999999996635456,0.49632918448332264,17953674.2320628,3674169.0356408935,,,,,,,,,500130295.1501086,19084613.45628214,0.44172456420223627,0.0055286941005665835,,,,,,,False
J1652+2651,0.9158034972,6.537e-16,1.0919373021149454,-7.794242068030178e-16,40.80244,782961432017.2555,5.532674111280041e+24,3.3599385044054608e+31,,high_frequency_cut_off_power_law,0.96152117315144647325,102.5,900.0,7,False,7059.298847657425,0.0,15.596578595691964,0.7302596619898876,13.015558331987938,0.32682407951351033,0.0,0.0,0.0,0.0,22196773.473817054,-1.6833618700362596e-11,0.202992332482198,0.018177598859028244,0.0011467645239504002,,,,,,,1056419380.8901174,106623442.51609159,,,,,,,,,,,False
J1652-2404,1.7037391378577924,3.158764992029107e-15,0.5869443142906,-1.088206e-15,68.41,2347524786083.463,1.068088683784929e+26,2.521550978841998e+31,,simple_power_law,0.96009961041953595373,350.0,1408.0,7,True,110.56628052462662,15.676379154587577,44.96171157668161,6.482706875793132,15.25598745762786,1.5056109061518788,0.189751591862199,0.016622427903796786,0.06438473545602248,0.0085670540306666,8545782.220087714,-1.5593213936085872,0.06585028141755778,0.004052442730351965,0.00017559802941675647,,,,,,,,,,,,,,,,,,,False
J1653-3838,0.305037318882,2.786e-15,3.278287403210615,-2.9941610878365616e-14,207.2,932861182435.51,2.4359242248806857e+23,3.875091160437816e+33,,simple_power_law,0.9708657613456898039,640.0,3100.0,7,True,108.41482587449677,42.9848538916454,7.558790728643758,5.478454520998703,4.530574801339343,2.2866565088521287,0.5673685123300927,0.24391015515124184,0.3400683491997301,0.2206310825862124,1734754.0106404822,-0.7384613485647787,0.32264050275189504,0.001445992535796882,0.00015895906476989493,,,,,,,,,,,,,,,,,,,False
J1653-4249,0.6125582412239451,4.814170093776315e-15,1.63249783074,-1.283e-14,416.1,1737738356361.7544,3.674636427605015e+24,8.2687337101507e+32,,simple_power_law,1.0,728.0,3100.0,4,True,2.576679244839225,23.31959320326821,0.022933655421920843,0.026206122300514258,0.07758693251832309,0.06160342291174891,10.920011818793327,7.39055336275884,36.94353143869839,37.82751755768694,2016006.8050156229,1.758347362689984,0.5084424818696158,0.0013181743335090503,0.00021799243854537186,,,,,,,,,,,,,,,,,,,False
J1654-2713,0.7918224418732214,1.675924969480732e-16,1.26290939372,-2.673e-16,92.31,368630416782.45575,1.6836910905761614e+24,1.3326953705278175e+31,,simple_power_law,1.0,350.0,1360.0,4,False,64.48286229280163,6.551254280487428,15.8192160405751,6.113732487475298,4.463720080455525,1.0421607362571115,0.02626537202755194,0.016176596420078734,0.00741131976700384,0.005902238087100098,74858181.38675912,-1.8253596415272602,0.2681261188415006,0.0009761056391193801,0.00017455627466369318,,,,,,,,,,,,,,,,,,,False
J1658-4958,0.4168737700888978,3.856261194774632e-15,2.39880767693,-2.219e-14,193.4,1283026080069.433,8.551396064383119e+23,2.101418101824636e+33,,simple_power_law,0.68464497152742753716,728.0,3100.0,8,True,1188.0044312318619,62.307589137564015,320.2824932332415,164.96570821983377,62.684849590497926,22.078537619248305,0.08355290989255103,0.025899634506727442,0.01635275639511413,0.007731590852600257,1712790.1828644578,-2.3531562391748495,0.235030177311502,0.0014152559553301505,4.410862891133323e-05,,,,,,,,,,,,,,,,,,,False
J1659-1305,0.640958200231717,6.176995589876999e-16,1.560164141185,-1.50355e-15,60.37,636727310514.7806,1.5425186719601976e+24,9.260787172638212e+31,,simple_power_law,0.9999551478763643031,102.5,1369.0,5,True,1.5086914189404717,0.18061703367262819,33.7953604728654,7.346532914331617,10.442558017324211,1.5445518188645213,0.08883158567295937,0.012743752174011087,0.027448412272613174,0.005843353279077999,16440629.945851266,-1.6943500437294574,0.10153156006925668,0.007168028257272798,0.0009021792279588557,,,,,,,,,,,,,,,,,,,False
J1659-4439,0.353293033439,2.5e-17,2.830511516929363,-2.0029488618674408e-16,535.0,95101533405.29478,3.858162965643673e+22,2.238177493602577e+31,,simple_power_law,0.9999554687763541061,1277.25,1460.04,5,True,260.626027218822,70.0621828572519,4.527441849514,10.607327610657363,2.1886652594471507,3.5256326150517916,0.11452334366057627,0.156016447279301,0.055363110559340886,0.11594653290507992,223903613.35399395,-1.0486447897141147,1.049388704770867,0.0004466448293641425,1.9321102522998975e-05,,,,,,,,,,,,,,,,,,,False
J1700-3312,1.3583070105262602,4.712825824808824e-15,0.736210585862,-2.55438e-15,166.97,2560292854694.65,5.902979813935114e+25,7.424159603000805e+31,,simple_power_law,0.5817862543252082519,350.0,3100.0,7,True,276.39925577980125,63.062605600327835,16.113026309872627,4.152157559855958,7.113640773830146,1.2243769358591747,0.2575365716938661,0.07964229421299059,0.11369823532351685,0.04617588138600099,4566490.830340976,-1.179567455182756,0.14770784379042978,0.0016384202097702162,0.00020864766672893016,,,,,,,,,,,,,,,,,,,False
J1700-3611,1.4940906152828997,4.3239782070522524e-15,0.66930344771,-1.937e-15,232.7,2572054670118.973,7.89221370200917e+25,5.118143044166108e+31,,high_frequency_cut_off_power_law,0.8531193368472586025,350.0,1460.04,7,True,259.3394950569475,77.29466314218494,4.113777040416446,1.967374635017803,3.3565490453571063,1.0110126183397643,0.0,0.0,0.0,0.0,5474689.319893343,-0.17043592791552967,0.2792687540009103,0.003410301469307923,0.0005102215692224829,,,,,,,1984750255.7315817,198081691.3350352,,,,,,,,,,,False
J1701-3726,2.454618042634058,1.1123089177695586e-14,0.407395359535,-1.84611e-15,303.4,5287551969924.153,7.194394407659193e+26,2.969158551664964e+31,,simple_power_law,0.9627599394331003424,640.0,3100.0,7,True,8881.966605881726,544.67338787185,471.3868299150077,278.522615607675,100.59533313927759,38.63521022755284,0.19049058869931265,0.09213355284030421,0.04065125076481136,0.02810890848280871,3496427.6039816095,-2.228348075083998,0.3026782245690597,0.0032055959910977736,0.0003969662534219448,,,,,,,,,,,,,,,,,,,False
J1701-4533,0.322908566781,5.193e-16,3.0968518734847024,-4.980342249610555e-15,526.0,414380130772.3118,1.2835874184564669e+23,6.088907244015533e+32,,simple_power_law,0.6375493538836403129,640.0,3100.0,8,True,5241.185420485098,832.0671485541528,57.70063758051541,21.962129409868727,20.842416830646766,5.650043548321412,0.3341744425392597,0.08137968400728804,0.12070929053137945,0.042455117187703346,9852065.29949794,-1.4690646820942226,0.16710455913256694,0.0021490741565592325,0.00022501137872312752,,,,,,,,,,,,,,,,,,,False
J1702-4128,0.182135802939,5.23448e-14,5.490408716263847,-1.5779124232226898e-12,365.75,3124527943537.3467,1.736833608629974e+23,3.420166962338094e+35,,simple_power_law,0.99990393116061748735,1360.0,6591.0,5,True,28.169399091995093,18.374638406385618,2.5011125944765684,0.7148182906789248,1.974533664359227,0.42016776345434254,0.7563855119493409,0.08527046620255004,0.5971377137821828,0.10857392135153653,55129.97774000191,-0.3410580409677417,0.10804082667858551,0.0009009596012225646,6.28888980331287e-05,,,,,,,,,,,,,,,,,,,False
J1702-4217,0.22756495845775607,1.1392878269933654e-17,4.39434966955,-2.2e-16,629.0,51525166153.02473,5.586288909888594e+21,3.8166033697894298e+31,,simple_power_law,0.99995526241444165905,1276.88,1460.26,5,True,188.84784960112881,25.556990690505994,40.66360960416983,131.47572622357657,13.446610148251972,29.892168450958575,0.1506386650969178,0.28323458415827385,0.04981307420882856,0.1439781212859976,316473950.48693067,-1.596495765852683,1.4403406400325371,0.001196324454206194,7.410540756650776e-05,,,,,,,,,,,,,,,,,,,False
J1702-4310,0.24052386477,2.237763e-13,4.157591600967521,-3.86810043263379e-12,377.6,7423968311651.747,9.503825583227957e+23,6.348911961860307e+35,,simple_power_law,1.0,1360.0,3100.0,4,True,48.436039887652484,15.850222662551712,6.206151219035498,4.573088867703535,3.3450349862439728,1.741279196827827,0.2722109337889602,0.10447851897558495,0.14671816155065,0.08783109164794743,17029.822524104173,-0.8916775496731154,0.3150394040042715,0.0006019445784453431,7.69251943108905e-05,,,,,,,,,,,,,,,,,,,False
J1703-1846,0.8043410792711806,1.730999646343866e-15,1.2432536715719,-2.675571e-15,49.551,1194039221603.903,5.716459995849839e+24,1.3132154006583612e+32,,high_frequency_cut_off_power_law,0.98470121103029517595,102.5,1408.0,7,True,107.88342618163999,6.2064758350542455,37.18233172548687,7.8481554593463985,18.343384989517972,1.932568599832523,0.0,0.0,0.0,0.0,7362228.757877155,-0.8622754510354097,0.21466321543467637,0.0184071259182036,0.0018886368746249514,,,,,,,1604013107.8495657,122837742.73803234,,,,,,,,,,,False
J1703-3241,1.2117850946469777,6.598285848831395e-16,0.8252288334107,-4.49345e-16,110.306,904853653826.8484,1.4812998895690356e+25,1.4639088759874467e+31,,simple_power_law,0.77947235450003915513,147.5,5124.0,12,True,362.9526961022645,56.38276795226908,155.49431768448864,10.240228638172283,55.496174011854976,3.3066275811682346,0.8474323835567876,0.16875796522806483,0.30244999123746064,0.07298712202794451,29097824.321831696,-1.4864016416319459,0.06311499898856665,0.011413729859100786,0.001129290622080943,,,,,,,,,,,,,,,,,,,False
J1703-4851,1.3964049836835726,5.07333278943008e-15,0.716124628374,-2.60178e-15,150.29,2693409260329.84,6.747211853598218e+25,7.355613776435807e+31,,simple_power_law,0.9999511002990286723,436.0,1400.0,5,True,417.5821692389808,19.186880809778597,275.151590774889,196.81822234625446,50.05054916368365,23.787021849635572,0.04956386697973332,0.02680711328097767,0.009015752931048704,0.007048270210584143,4360979.811841155,-2.458768865787346,0.3523776087513024,0.004756998704989603,0.0007907177241035183,,,,,,,,,,,,,,,,,,,False
J1705-1906,0.2989874273426425,4.137876769063491e-15,3.344622243443,-4.628835e-14,22.907,1125551102775.6204,2.7676541811704392e+23,6.11193195566197e+33,,simple_power_law,0.79365742377893877535,102.5,5124.0,12,True,11.25193339376451,3.0775549942496485,55.64085964260152,7.136096188750043,27.156705443527898,2.389188026617562,1.4772830450091554,0.11313519153135061,0.7210194229155129,0.08423820482880547,1144831.0790401504,-1.0348362419810884,0.0582476463392001,0.010901543362197586,0.00040385920624693046,,,,,,,,,,,,,,,,,,,False
J1705-3423,0.2554267757078127,1.0755999474053686e-15,3.91501633777,-1.64861e-14,146.4,530406179407.4991,8.131968097406069e+22,2.5480693582872866e+33,,simple_power_law,0.77568040708200181044,147.5,4920.0,9,True,229.70243977826357,62.246937698103835,43.229979885484845,9.556212099121394,20.991359215437416,3.471492982865219,1.1183689465003064,0.17433525004922085,0.543051011209485,0.11431523991441919,3762544.856109504,-1.0422365790893668,0.09242381530086446,0.007073579121098352,0.0007227068712591647,,,,,,,,,,,,,,,,,,,False
J1705-3950,0.318941483436,6.06031e-14,3.1353713829473167,-5.957620294821991e-13,207.25,4448902655439.421,1.3279256512126665e+24,7.374312660534583e+34,,low_frequency_turn_over_power_law,0.99642449146502698465,610.0,3100.0,9,True,2.1615102518258618,21.609380432915138,6.653320243221071e-13,5.6148000706318045e-12,0.009146045285146316,0.013381125693341949,0.5686789202661645,0.2882704596349169,0.2630766823048842,0.21586254304208516,83383.9006144622,-1.134195262120178,0.4575440777864949,0.0025083442755869123,0.0002565138089397597,,,,,,,,,1039390421.800089,71893339.54931337,2.0999999999998846,1.7309717737453916,,,,,,,False
J1707-4053,0.5810176957158364,1.920231445148887e-15,1.72111797519,-5.6882e-15,351.78,1068861530924.157,1.928756279728356e+24,3.864962060070096e+32,,high_frequency_cut_off_power_law,0.38556408580128537222,147.5,6591.0,19,False,1145.728236988611,144.29180913454724,335.6408444271078,224.4630451894578,113.05376990379877,51.645814582052395,0.5821067729712006,0.12727372421217273,0.0,0.0,4794041.835389441,-1.5423011360783847,0.3096122207220098,0.018739842985140347,0.0016064719830510051,,,,,,,8063686329.7907915,1340599895.928172,,,,,,,,,,,False
J1707-4341,0.89059449625,5.696e-15,1.1228454748043812,-7.1814140458043e-15,398.2,2279160828167.982,1.4811628824674965e+25,3.1833888922942045e+32,,simple_power_law,0.9999593079425891373,1342.75,1522.1,5,True,740.349206854046,90.10057428955663,22.756451185958962,41.9561203125645,7.095790946484767,9.054081795081032,0.06262959471687075,0.06449433997316398,0.01952881438069687,0.031196169268864017,2477285.5164905963,-1.681240179109636,0.816138325903802,0.0005139908000028658,1.6698269328502583e-05,,,,,,,,,,,,,,,,,,,False
J1707-4729,0.26647363743,1.5603e-15,3.752716439961871,-2.197351872306938e-14,268.3,652500964043.424,1.1358781242198096e+23,3.2554055131040045e+33,,simple_power_law,0.9560242114595405294,1278.75,3100.0,7,True,2199.2738436842865,423.6540462723945,48.487487361680955,31.34407945191661,19.492864931624965,8.657127482183755,0.4825610186467422,0.18293909472357855,0.19399843690770696,0.1127835634026703,2705902.718389269,-1.314666350816758,0.29200629512349563,0.0016191328749751506,0.00018095929157088805,,,,,,,,,,,,,,,,,,,False
J1708-3426,0.6921156959988298,4.2071252849379035e-15,1.44484514046,-8.7827e-15,188.7,1726760279660.3848,5.266910914390582e+24,5.009669630355793e+32,,simple_power_law,0.6578633798215670625,350.0,3100.0,7,True,519.6298611310577,33.99927317797574,204.26822838758034,117.68949449410539,45.1830594805115,18.532013435508183,0.09896605466008694,0.03177626771917005,0.021890771607289944,0.010605730380263422,2606509.3700439204,-2.1766109582646274,0.24640998137607184,0.0030082480922184974,0.0004335583165993662,,,,,,,,,,,,,,,,,,,False
J1708-3827,1.225781996,8.6e-15,0.8158057495241593,-5.723635580227408e-15,788.0,3285532920178.156,5.56715566793988e+25,1.8433952887930667e+32,,simple_power_law,0.9999412364698265776,1276.78,1459.61,5,True,4033.601755843587,188.8420191643483,104.51886606285073,272.8655554791519,19.210430202907528,34.51961043840062,0.019841801746236513,0.02994493255215224,0.0036468970809231233,0.008471197453055255,2258295.7866339353,-2.4438016453606797,1.165512709220132,0.0004735662244731149,2.8122818173931545e-05,,,,,,,,,,,,,,,,,,,False
J1709-1640,0.6530539712555028,6.309849341165241e-15,1.53126700704,-1.47952e-14,24.891,2054158782168.1177,5.26343255436882e+24,8.9439940624979e+32,,broken_power_law,0.70143075600131354896,49.8,22700.0,19,False,11.008375798768974,2.638777636426372,87.7575819214702,,45.695757551266034,,1.113192415189531,,0.37147091434129426,,1639819.7856672707,,,0.01388467408969561,0.0020926565180610993,950005655.4061753,3821443.896336496,-0.9414635441999354,0.09502135939099798,-1.5833818246444236,0.186191429282495,,,,,,,,,,,,,False
J1709-3626,0.447857060325,2.2675e-15,2.23285527590951,-1.130494478405835e-14,393.6,1019749118906.1277,8.427513200429989e+23,9.965262819690433e+32,,simple_power_law,0.9999548356511389624,1276.22,1460.04,5,True,452.60346733211287,149.99699335079686,4.1554112603358595,9.199882341202661,2.2554557108771296,3.428742074124662,0.18883664608771752,0.2450252721247195,0.10249591801101336,0.20409527757633486,3129379.0200025276,-0.8815723104016818,0.9950797671200992,0.0005931146587353997,2.4223786681302865e-05,,,,,,,,,,,,,,,,,,,False
J1709-4429,0.10245924592944797,9.29845354722522e-14,9.759978135,-8.857444e-12,75.593,3123423826010.337,3.090809311880371e+22,3.412848396131995e+36,,simple_power_law,0.69329069665401288347,400.0,8356.0,12,False,214.89816777381512,75.59790084363405,72.03119659774357,26.136608614597108,40.408998421460886,10.601395399344511,3.868326220340883,0.7058303351302541,2.1701040037469994,0.6084631612473816,17458.481487711495,-0.833945277563318,0.14914046442190443,0.00895174706242835,0.0006665858834044554,,,,,,,,,,,,,,,,,,,False
J1711-1509,0.8688042490259439,1.1024611014242304e-15,1.151007262132,-1.46056e-15,59.88,990358843372.6788,5.975114334924228e+24,6.636776659514063e+31,,simple_power_law,0.9999561670610747077,102.5,1408.0,5,True,7.1754109582804295,0.6801951416243396,38.842094234816415,17.683180891321964,10.547854010778941,2.393615281064137,0.05312121681308266,0.03806354753167823,0.014425453901429679,0.013660917793001182,12486039.32636244,-1.8806714795013826,0.33282403443477415,0.006765755282165237,0.001020952424946574,,,,,,,,,,,,,,,,,,,False
J1711-5350,0.8992327348135307,1.553624925761735e-14,1.11205916031,-1.92133e-14,106.1,3782327431949.812,2.5302490725916342e+25,8.435087509520982e+32,,simple_power_law,0.9932879931417841757,400.0,3100.0,6,False,196.5118379315744,16.242079916728823,68.40188085585116,38.04061049857722,17.21827999086388,6.574527114811843,0.06373745579701139,0.021044343791444986,0.016044140103851766,0.00809198334443965,917047.7826895581,-1.9900949628106233,0.2519721560026139,0.0012660544849291844,7.49165235001644e-05,,,,,,,,,,,,,,,,,,,False
J1713+0747,0.0045701365986232255,8.52963153975193e-21,218.811840394717,-4.08387e-16,15.9904,199792740.66675562,175450687738270.12,3.5277878860443004e+33,T2,broken_power_law,0.99996831306565381325,102.0,4850.0,17,True,15.499577352072922,13.9680669633468,9.789284018006528,1.4425575583125456,9.241683881883345,0.9425912687721976,0.8219285399364631,0.2593020829350032,0.16792971791797262,0.1268722790665885,8489164460.642819,,,0.008610321506078988,0.0005610764850994291,1857755412.0820613,309115414.68025076,-0.08304760391376975,0.07671836139006372,-2.291155407231783,0.6473868082003837,,,,,,,,,,,,,False
J1715-3903,0.27849394743652517,3.744418572267789e-14,3.5907423095,-4.82784e-13,314.0,3267759261118.521,6.493594491072131e+23,6.843792671309734e+34,,simple_power_law,1.0,1360.0,3100.0,4,True,22.943660895227826,8.55711613567434,3.5561025652916816,2.147255610429526,2.06052842190974,0.8965444609381008,0.22492533904583534,0.06355545335392042,0.13032949567741547,0.05845753750202629,117841.26816649386,-0.7872825714743854,0.24693202623684168,0.0004532508316977315,4.535960392236955e-05,,,,,,,,,,,,,,,,,,,False
J1715-4034,2.072154597577679,3.032728368844072e-15,0.482589475307,-7.063e-16,254.0,2536750835515.6616,2.0765007902184432e+26,1.3456334960023354e+31,,simple_power_law,0.4956483364699440508,728.0,3100.0,9,True,405.56479805676344,28.891018433829824,209.12690365012404,102.00895697759293,48.485990510771536,16.28489291037502,0.12854535636212566,0.03619784441205778,0.029803190407319328,0.012919285152180925,10825667.330917722,-2.1087388110640286,0.21922184060822014,0.001622890758207394,3.5392480009898883e-05,,,,,,,,,,,,,,,,,,,False
J1716-3720,0.6303137128497507,1.796966988390919e-14,1.58651157291,-4.523e-14,682.7,3405637392243.663,7.84614806702148e+24,2.832889070701094e+33,,simple_power_law,0.9999661318408934463,1276.91,1460.04,5,True,1430.140728502026,11.535844482033324,2155.5501423121104,4820.299832485229,149.73728719043478,229.48958129910773,0.0029799223976420186,0.003948087561248646,0.00020700306947270454,0.00041989900897794854,555754.1238154463,-3.8475506953952396,1.009188875331346,0.00043964088510015803,1.697325650769257e-05,,,,,,,,,,,,,,,,,,,False
J1717-3425,0.6562992314590905,9.803557075898411e-15,1.52369521716,-2.27604e-14,583.46,2566804352081.575,6.675538137615868e+24,1.3691080729205855e+33,,low_frequency_turn_over_power_law,0.4224456004512046614,147.5,3100.0,9,True,35990.02762394607,2071.3369000865596,153.26946128730117,22.133616074865245,97.73369327234836,25.076292561302196,0.15216672183104288,0.047964643644632585,0.028236850916402816,0.013367597977679625,1060679.6858399236,-2.4311312055553524,0.23576897245384587,0.019731329737730566,0.0038826784490943247,,,,,,,,,175558107.75234118,20664266.812217623,2.0999999999997767,1.5701335692894627,,,,,,,False
J1717-3953,1.0855206154107775,3.299394018149021e-17,0.92121695876,-2.8e-17,466.0,191507641374.0531,2.2536587823207045e+24,1.018309258460015e+30,,simple_power_law,0.9940871838606561983,1277.7,1459.61,6,True,3616.252611328438,56.153191836672015,2206.6664900870865,3032.0809641666647,220.23710821399132,207.38588866263967,0.019079287616811273,0.015549148193877076,0.0019042148645415364,0.002375210364083525,521278640.80284935,-3.324739123645009,0.6226646640883113,0.0014272781329965048,4.186794062291052e-05,,,,,,,,,,,,,,,,,,,False
J1717-4054,0.8877194563423443,3.703027370059943e-15,1.12648201282,-4.699e-15,306.9,1834705270723.5906,1.1808136135806134e+25,2.0897264670442794e+32,,simple_power_law,0.9933545780627766053,400.0,3100.0,6,False,1126.0301972306927,65.09561210974412,197.78754694235218,176.14061628967949,40.8527188275624,24.696066799181278,0.06775918412062032,0.04458737128859302,0.013995557049259255,0.013232573296890373,3798261.432556315,-2.2754475934688796,0.4271144054826792,0.00206609224692653,0.00039671535864988785,,,,,,,,,,,,,,,,,,,False
J1718-3718,3.37857425327525,1.6135910369046743e-12,0.29598283922,-1.4136e-13,371.1,74715971677977.19,2.6509508796706377e+28,1.6517822886804886e+33,,simple_power_law,0.8199995652262737078,1276.72,1460.21,6,True,104982.57822816337,4.6620065508609665,17487922.867374476,5809334.104739995,68312.19870068155,22692.711346640754,1.1473826193284397e-05,3.8115041061200548e-06,4.4819633567517176e-08,1.4888687914531563e-08,33174.62578045052,-8.0,1.7943582931376145,0.0003710431185171391,0.00012325599875454176,,,,,,,,,,,,,,,,,,,False
J1718-3825,0.07466992056555286,1.3221669731932517e-14,13.39227352093,-2.371346e-12,247.46,1005462725969.7062,3.851153867383124e+21,1.253744305114615e+36,,simple_power_law,1.0,1360.0,3100.0,4,True,36.03816753507267,19.61629061314242,4.768899559524315,3.691081970020394,3.406180689939625,1.8491758724713432,0.8690772242613847,0.36163271620917214,0.6207373467183555,0.40112029793710596,89479.885972086,-0.4855014289877876,0.335745726731033,0.0013387954782011705,0.00018142945395851877,,,,,,,,,,,,,,,,,,,False
J1719-4006,0.189094492501,1.6676e-15,5.288361320172832,-4.6637378068922755e-14,386.12,568244657793.9291,3.5347591602820593e+22,9.736771616272726e+33,,simple_power_law,0.9688763224586550704,640.0,3100.0,7,True,738.1136649609773,116.08592049184506,32.820356194371854,19.431385371529544,11.793899860543661,4.908586093330924,0.18515549599723732,0.06351229575840533,0.06653509076769795,0.034418338823376395,1796606.7652677281,-1.4765500465756203,0.25935632489760985,0.0012020795765859925,0.00012485270850743334,,,,,,,,,,,,,,,,,,,False
J1719-4302,0.23547520029,3.921e-16,4.246731710041855,-7.071417718115115e-15,297.7,307482913116.3519,3.6935530338353544e+22,1.1855532191364118e+33,,simple_power_law,0.99992989510868190983,1276.31,1459.32,5,True,4114.716449263139,69.01856745912387,559.4146582693626,1333.1901701220354,58.267815173720756,95.31026593233744,0.006002839483991056,0.008406119411332987,0.0006252470084584126,0.0013428789325297843,9515122.194358042,-3.263146935943801,1.0716130952303407,0.0004154316902111804,1.9098651305204267e-05,,,,,,,,,,,,,,,,,,,False
